Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,Latitude,Longitude,Altitude,UTM_easting,UTM_northing,Zone,Letter
1664214527.219495,0,64127,0,GPS1_Frame1,42.33751,-71.086145,1.1,4689358.317761934,328142.81579405064,19,T
1664214528.200372,0,64128,0,GPS1_Frame1,42.337518333333335,-71.08613,1.1,4689359.212798315,328144.0742511552,19,T
1664214529.2006423,0,64129,0,GPS1_Frame1,42.33752833333333,-71.086115,1.1,4689360.2929055225,328145.33724820195,19,T
1664214530.201064,0,64130,0,GPS1_Frame1,42.337536666666665,-71.0861,1.1,4689361.187942339,328146.595704622,19,T
1664214531.2007043,0,64131,0,GPS1_Frame1,42.337545,-71.08607666666667,1.1,4689362.0661372375,328148.54069121997,19,T
1664214532.1996093,0,64132,0,GPS1_Frame1,42.33755166666667,-71.086055,1.1,4689362.7626304375,328150.3438310856,19,T
1664214533.2004375,0,64133,0,GPS1_Frame1,42.337561666666666,-71.08603833333333,1.1,4689363.839370372,328151.74413257506,19,T
1664214534.201686,0,64134,0,GPS1_Frame1,42.33757,-71.086025,1.0,4689364.737776636,328152.86528147303,19,T
1664214535.2018275,0,64135,0,GPS1_Frame1,42.33758,-71.08601,1.0,4689365.817885368,328154.1282761536,19,T
1664214536.201284,0,64136,0,GPS1_Frame1,42.33759,-71.08599666666667,1.0,4689366.901362607,328155.25396444777,19,T
1664214537.2002826,0,64137,0,GPS1_Frame1,42.3376,-71.08598166666667,1.0,4689367.981471751,328156.5169583743,19,T
1664214538.200375,0,64138,0,GPS1_Frame1,42.33761,-71.08596833333333,1.0,4689369.064949356,328157.6426459582,19,T
1664214539.2022393,0,64139,0,GPS1_Frame1,42.33762,-71.085955,1.0,4689370.148427136,328158.7683331958,19,T
1664214540.200427,0,64140,0,GPS1_Frame1,42.33763166666667,-71.08594,1.0,4689371.413607494,328160.03586590267,19,T
1664214541.2003353,0,64141,0,GPS1_Frame1,42.33764166666667,-71.08592333333333,1.0,4689372.490349285,328161.4361641786,19,T
1664214542.2004602,0,64142,0,GPS1_Frame1,42.337651666666666,-71.08590833333334,1.0,4689373.570459493,328162.6991561551,19,T
1664214543.2010503,0,64143,0,GPS1_Frame1,42.33766,-71.08589333333333,1.0,4689374.465499309,328163.9576079465,19,T
1664214544.200016,0,64144,0,GPS1_Frame1,42.33767,-71.08587833333333,1.0,4689375.545609955,328165.2205991809,19,T
1664214545.199838,0,64145,0,GPS1_Frame1,42.33768166666667,-71.08586333333334,1.0,4689376.810791425,328166.48812976107,19,T
1664214546.2009044,0,64146,0,GPS1_Frame1,42.337691666666665,-71.08584833333333,1.0,4689377.890902506,328167.7511201898,19,T
1664214547.2196155,0,64147,0,GPS1_Frame1,42.33770166666667,-71.08583333333333,1.0,4689378.971013804,328169.0141102263,19,T
1664214548.199822,0,64148,0,GPS1_Frame1,42.337711666666664,-71.08581666666667,1.0,4689380.047757318,328170.41440561094,19,T
1664214549.199504,0,64149,0,GPS1_Frame1,42.33772166666667,-71.08580166666667,1.0,4689381.127869074,328171.6773948496,19,T
1664214550.2187192,0,64150,0,GPS1_Frame1,42.33773166666667,-71.08578666666666,1.0,4689382.207981051,328172.9403837044,19,T
1664214551.220143,0,64151,0,GPS1_Frame1,42.337741666666666,-71.08577166666667,1.0,4689383.288093246,328174.203372167,19,T
1664214552.2003694,0,64152,0,GPS1_Frame1,42.33775166666667,-71.08575833333333,1.0,4689384.371573563,328175.3290545974,19,T
1664214553.2204902,0,64153,0,GPS1_Frame1,42.337763333333335,-71.08574833333333,1.0,4689385.646860445,328176.184664923,19,T
1664214554.2200506,0,64154,0,GPS1_Frame1,42.337775,-71.08573833333334,1.0,4689386.922147423,328177.0402749502,19,T
1664214555.2208889,0,64155,0,GPS1_Frame1,42.337786666666666,-71.08572666666667,1.0,4689388.194066642,328178.03319025104,19,T
1664214556.2204003,0,64156,0,GPS1_Frame1,42.337795,-71.08571166666667,1.0,4689389.089109097,328179.2916374599,19,T
1664214557.2004948,0,64157,0,GPS1_Frame1,42.33780333333333,-71.085695,1.0,4689389.98078396,328180.6873898799,19,T
1664214558.201775,0,64158,0,GPS1_Frame1,42.33781166666667,-71.08567833333333,1.0,4689390.872459093,328182.0831419391,19,T
1664214559.199739,0,64159,0,GPS1_Frame1,42.33782166666667,-71.08566333333333,1.0,4689391.952572862,328183.34612745524,19,T
1664214560.1995504,0,64160,0,GPS1_Frame1,42.33783,-71.08564666666666,1.0,4689392.844248504,328184.7418787754,19,T
1664214561.2178602,0,64161,0,GPS1_Frame1,42.33784,-71.08563166666667,1.0,4689393.924362733,328186.0048635213,19,T
1664214562.1984112,0,64162,0,GPS1_Frame1,42.33784833333333,-71.08561666666667,1.0,4689394.819406566,328187.26330866804,19,T
1664214563.1989567,0,64163,0,GPS1_Frame1,42.33785833333334,-71.0856,1.0,4689395.896153575,328188.66359808436,19,T
1664214564.2009842,0,64164,0,GPS1_Frame1,42.33786833333333,-71.085585,1.0,4689396.9762684805,328189.9265816782,19,T
1664214565.200086,0,64165,0,GPS1_Frame1,42.337876666666666,-71.08557,1.0,4689397.87131299,328191.1850257679,19,T
1664214566.1991875,0,64166,0,GPS1_Frame1,42.337885,-71.085555,1.0,4689398.76635772,328192.44346953544,19,T
1664214567.2200353,0,64167,0,GPS1_Frame1,42.337895,-71.08553833333333,1.0,4689399.843105724,328193.8437573611,19,T
